BLDGSUIT,BLDGID,BLDGNAME,SUITID,OCCPNAME,SUITSQFT,SUITETYPE_MRI,RANK,SQFTTYPE,UPDATED_SUITE_TYPE
CRS001F5-A,CRS001,Blakeney Crossing,F5-A,Smoothie King,1382,,1,GLA,RET
NRG001R-209,NRG001,NW Northgate Mall LLC,R-209,Hibbetts Sports,0,RETL,1,GLA,RET
PKLN05C156,PKLN05,Park Lane - Blk B2/C/DF Retail,C156,"Lane Bryant/Cacique #4650, LLC",0,,1,GLA,RET
PKLN058030A,PKLN05,Park Lane - Blk B2/C/DF Retail,8030A,"DICK'S SPORTING GOODS, INC",0,,1,GLA,RET
PKLN058030,PKLN05,Park Lane - Blk B2/C/DF Retail,8030,"DICK'S SPORTING GOODS, INC",0,,1,GLA,RET
NW1026300,NW1026,NW FRENETTE BUILDING LP,300,CONNECTICUT GENERAL LIFE INSUR,21687,,1,RSF,OFF
NRG001R-224,NRG001,NW Northgate Mall LLC,R-224,Accessories & More,0,RETL,1,GLA,RET
CRS001F5-E,CRS001,Blakeney Crossing,F5-E,Winestore,1324,,1,GLA,RET
CRS001F3-B,CRS001,Blakeney Crossing,F3-B,Aloha Nails,1204,,1,GLA,RET
CRS001F5-C,CRS001,Blakeney Crossing,F5-C,Massage Envy,2950,,1,GLA,RET
BLK001C7-D1,BLK001,Blakeney Retail,C7-D1,"L.A. East, Inc.",1195,,1,GLA,RET
CRS001F4-D,CRS001,Blakeney Crossing,F4-D,Tyndall Furniture Galleries,2328,,1,GLA,RET
CRS001F4-A,CRS001,Blakeney Crossing,F4-A,Salsarita's,2403,,1,GLA,RET
CRS001F5-F,CRS001,Blakeney Crossing,F5-F,Omaha Steaks,1320,,1,GLA,RET
CRS001F3-E,CRS001,Blakeney Crossing,F3-E,Room 18 Fusion Sushi,2643,,1,GLA,RET
NW0071425,NW0071,NW IRBY BUILDING LP,425,"ADVANCED MARKETS, LLC",4991,,1,RSF,OFF
NW1001ROOF,NW1001,NW BRIXHAM GREEN ONE LP,ROOF,Cellco Partnership,0,,1,RSF,OTHER
NW1041200,NW1041,NW SIMMONS BUILDING LP,200,Spectrum Southeast LLC,25863,,1,RSF,OFF
NRG001K-40B,NRG001,NW Northgate Mall LLC,K-40B,Raleigh Amusements (72B),0,RETL,1,GLA,RET
NW1026275,NW1026,NW FRENETTE BUILDING LP,275,"STRATEGIC POWER SYSTEMS, INC",9496,,1,RSF,OFF
NRG001K-38A,NRG001,NW Northgate Mall LLC,K-38A,Raleigh Amusements,0,RETL,1,GLA,RET
NRG001K-40A,NRG001,NW Northgate Mall LLC,K-40A,Raleigh Amusements,0,RETL,1,GLA,RET
BLK001E6-G,BLK001,Blakeney Retail,E6-G,"72 Shoe Boutique, LLC",0,,1,GLA,RET
BLK0019840,BLK001,Blakeney Retail,9840,New Cingular Wireless PCS LLC,4860,,1,GLA,RET
BLK001E7-G,BLK001,Blakeney Retail,E7-G,Zoe's North Carolina LLC,3587,,1,GLA,RET
NW1026150,NW1026,NW FRENETTE BUILDING LP,150,"MICROSTRATEGY, INC",2783,,1,RSF,OFF
NW1518500,NW1518,NW Met LP - Office,500,NewDominion Bank,19518,,1,RSF,OFF
NW1518600,NW1518,NW Met LP - Office,600,NewDominion Bank,8696,,1,RSF,OFF
CRS001F2,CRS001,Blakeney Crossing,F2,"PetSmart, Inc.",20219,,1,GLA,RET
PKLN058088,PKLN05,Park Lane - Blk B2/C/DF Retail,8088,The Heights at Park Lane,0,,1,GLA,RET
CV00021500,CV0002,1180 Avenue of the Americas,1500,"Scripps Networks, LLC",17514,OFF,1,RSF,OFF
CV00021400,CV0002,1180 Avenue of the Americas,1400,"Scripps Networks, LLC",20573,OFF,1,RSF,OFF
CRS001F1,CRS001,Blakeney Crossing,F1,"Best Buy Stores, L.P.",30000,,1,GLA,RET
NRG001R-558,NRG001,NW Northgate Mall LLC,R-558,A&D Buffalo,0,RETL,1,GLA,RET
NW0071200,NW0071,NW IRBY BUILDING LP,200,GREAT AMERICAN INSURANCE CO,9688,,1,RSF,OFF
BLK001E7-A,BLK001,Blakeney Retail,E7-A,J. Jill,3200,,1,GLA,RET
NRG001R-430,NRG001,NW Northgate Mall LLC,R-430,Kay Jewelers,0,RETL,1,GLA,RET
BLK001E5-A,BLK001,Blakeney Retail,E5-A,"Justice Stores, LLC",4246,,1,GLA,RET
NRG001R-636,NRG001,NW Northgate Mall LLC,R-636,Flashlight Barber Shop,0,RETL,1,GLA,RET
NRG001S-Cage H,NRG001,NW Northgate Mall LLC,S-Cage H,Pop-A-Top (Travis Riggs),0,RETL,1,GLA,RET
NW1001400,NW1001,NW BRIXHAM GREEN ONE LP,400,OHIO FARMERS INSURANCE COMPANY,9873,,1,RSF,OFF
FFV001C102,FFV001,Freshfields Village,C102,King Street Grille,0,,1,GLA,RET
FFV001C100,FFV001,Freshfields Village,C100,King Street Grille,0,,1,GLA,RET
NW0021C150,NW0021,NW OFFICES ON SIX LP,C150,UNEMPLOYMENT SERVICES OF FL,700,,1,RSF,OFF
NW0021B200,NW0021,NW OFFICES ON SIX LP,B200,"DRISCOLL SHEEDY, PA",1608,,1,RSF,OFF
CV00021200,CV0002,1180 Avenue of the Americas,1200,"Scripps Networks, LLC",19660,OFF,1,RSF,OFF
NW1002380,NW1002,NW BRIXHAM GREEN TWO LP,380,"Wantman Group, Inc.",2864,,1,RSF,OFF
NW1003320,NW1003,NW BRIXHAM GREEN THREE LP,320,THE PROCTER & GAMBLE DIST. CO.,0,,1,RSF,OFF
HSV0016441,HSV001,Hillside Village,6441,"Ebby Halliday Properties, Inc.",3473,RETL,1,GLA,RET
P460101,P460,460 Totten Pond,101,OnPage Corporation,0,,1,GLA,OFF
BLK0019876D,BLK001,Blakeney Retail,9876D,NY & Co,6000,,1,GLA,RET
NW0054500,NW0054,NW CRAWFORD BUILDING LP,500,LIBERTY MUTUAL INSURANCE CO.,26817,,1,RSF,OFF
NW1035C,NW1035,NW TATE BUILDING LP,C,Carolinas Vision Group OD PLLC,3526,,1,RSF,OFF
NW0054100,NW0054,NW CRAWFORD BUILDING LP,100,LIBERTY MUTUAL INSURANCE CO.,12284,,1,RSF,OFF
NW0054250,NW0054,NW CRAWFORD BUILDING LP,250,LIBERTY MUTUAL INSURANCE CO.,10222,,1,RSF,OFF
NW0021B175,NW0021,NW OFFICES ON SIX LP,B175,"THE WIDEWATERS GROUP, INC",844,,1,RSF,OFF
NW1002101,NW1002,NW BRIXHAM GREEN TWO LP,101,CHARLOTTE LEARNING SYSTEMS INC,2191,,1,RSF,OFF
NW1042450,NW1042,NW HIXON BUILDING LP,450,"FIREBIRDS INTERNATIONAL, LLC",6468,,1,RSF,OFF
NRG001K-MKT1,NRG001,NW Northgate Mall LLC,K-MKT1,Smartlite,0,RETL,1,GLA,RET
PKLN01109,PKLN01,Park Lane - 8070 Office,109,"Boka Powell, LLC",0,,1,GLA,OFF
NW0054200,NW0054,NW CRAWFORD BUILDING LP,200,AMERIPRISE FINANCIAL SERVICES,5673,,1,RSF,OFF
P460690,P460,460 Totten Pond,690,"MA Health Data Consortium, Inc.",0,,1,GLA,OFF
FFV001U115,FFV001,Freshfields Village,U115,"Foci, Llc",0,,1,GLA,RET
NW15031104,NW1503,NW 230 Congress Street Propert,1104,"Watermark Donut Company, Inc.",1844,,1,RSF,RET
NRG001R-210,NRG001,NW Northgate Mall LLC,R-210,My Heart's Desire,0,RETL,1,GLA,RET
FFV001U116,FFV001,Freshfields Village,U116,"Foci, Llc",0,,1,GLA,RET
NW1503STOR04,NW1503,NW 230 Congress Street Propert,STOR04,"Watermark Donut Company, Inc.",400,,1,RSF,STG
NRG001R-201,NRG001,NW Northgate Mall LLC,R-201,Charlotte Russe,0,RETL,1,GLA,RET
NW1012200,NW1012,NW BALLANTYNE TWO LP,200,"GEO GROUP, INC.",10793,,1,RSF,OFF
FFV001U107,FFV001,Freshfields Village,U107,"Island Sport, Llc",0,,1,GLA,RET
NW1003500A,NW1003,NW BRIXHAM GREEN THREE LP,500A,Newport Retirement Services,100,,1,RSF,OFF
HSV001375,HSV001,Hillside Village,375,Hillside Shoe Service,1037,RETL,1,GLA,RET
NW0031275,NW0031,NW MEDICAL TWO LP,275,"Novant Medical Group, Inc.",3318,,1,RSF,OFF
NW0031140,NW0031,NW MEDICAL TWO LP,140,Laboratory Corp. of America,1517,,1,RSF,OFF
HSV001401,HSV001,Hillside Village,401,Mike's Discount Liquor,2860,RETL,1,GLA,RET
NW0045350,NW0045,NW GIBSON BUILDING LP,350,"Polypore International, LP",17952,,1,RSF,OFF
NRG001R-135,NRG001,NW Northgate Mall LLC,R-135,The Shoe Dept. Encore,0,RETL,1,GLA,RET
NRG001K-28,NRG001,NW Northgate Mall LLC,K-28,Island Carousel (Bull City Inflatables),0,RETL,1,GLA,RET
CV00012400,CV0001,100 Broadway,2400,"Buro Happold Consulting Engneers, P.C.",12264,OFF,1,RSF,OFF
NW0031100,NW0031,NW MEDICAL TWO LP,100,DERMATOLOGY CARE OF CHARLOTTE,3104,,1,RSF,OFF
NW1042100,NW1042,NW HIXON BUILDING LP,100,"MERRILL LYNCH, PIERCE, FENNER",11164,,1,RSF,OFF
NW0021D250,NW0021,NW OFFICES ON SIX LP,D250,INFORMATION AGE PUBLISHING INC,1446,,1,RSF,OFF
PKLN019999,PKLN01,Park Lane - 8070 Office,9999,Building Makeup,0,,1,GLA,
NW1017225,NW1017,NW CULLMAN PARK LP,225,"WELLPOINT, INC",3698,,1,RSF,OFF
NW0037100,NW0037,NW WINSLOW BUILDING LP,100,"NOVANT HEALTH, INC.",49105,,1,RSF,OFF
NRG001R-133,NRG001,NW Northgate Mall LLC,R-133,Ashley Stewart,0,RETL,1,GLA,RET
NRG001O-663A&B,NRG001,NW Northgate Mall LLC,O-663A&B,Paula Newman Counseling,0,RETL,1,GLA,OFF
NRG00270,NRG002,Northgate Shops,70,C&H Cafeteria,0,RETL,1,GLA,RET
NW1018121-C,NW1018,NW RICHARDSON BUILDING LP,121-C,NAVEX GLOBAL INC,104,,1,RSF,OFF
NRG00240,NRG002,Northgate Shops,40,Randy's Pizza,0,RETL,1,GLA,RET
BLK001C7-G2,BLK001,Blakeney Retail,C7-G2,"Radiance MedSpa of Chlt, LLC",0,,1,GLA,RET
NRG001K-65,NRG001,NW Northgate Mall LLC,K-65,Joy Luck Hands,0,RETL,1,GLA,RET
NW1042400,NW1042,NW HIXON BUILDING LP,400,"BANK OF AMERICA, N.A.",13395,,1,RSF,OFF
FFV001U111A,FFV001,Freshfields Village,U111A,"Seble, Llc",0,,1,GLA,RET
NW1040130,NW1040,NW CHANDLER BUILDING LP,130,"MOUNTAIN FUNDING, LLC",5095,,1,RSF,OFF
NW0045275,NW0045,NW GIBSON BUILDING LP,275,"WEEKLEY HOMES, LP",5259,,1,RSF,OFF
BLK001C4-F,BLK001,Blakeney Retail,C4-F,Brixx Pizza,3220,,1,GLA,RET
CV00012300,CV0001,100 Broadway,2300,"Buro Happold Consulting Engneers, P.C.",12301,OFF,1,RSF,OFF
PKLN01300,PKLN01,Park Lane - 8070 Office,300,"Boka Powell, LLC",0,,1,GLA,OFF
BLK0019808,BLK001,Blakeney Retail,9808,"Wells Fargo Bank, N.A.",4000,,1,GLA,RET
NW1018150,NW1018,NW RICHARDSON BUILDING LP,150,"HANCOCK FOREST MANAGEMENT, INC",8162,,1,RSF,OFF
NRG001R-115,NRG001,NW Northgate Mall LLC,R-115,Downtown Locker Room,0,RETL,1,GLA,RET
NRG001R-844,NRG001,NW Northgate Mall LLC,R-844,R&R Customs,0,RETL,1,GLA,RET
FFV001Q102,FFV001,Freshfields Village,Q102,"Gregorie, Douglas & Co.",0,,1,GLA,RET
FFV001Q104,FFV001,Freshfields Village,Q104,"Gregorie, Douglas & Co.",0,,1,GLA,RET
NRG001R-626,NRG001,NW Northgate Mall LLC,R-626,NC License Bureau,0,RETL,1,GLA,RET
NRG001K-CtrCt,NRG001,NW Northgate Mall LLC,K-CtrCt,Expedia Cash - ATM,0,RETL,1,GLA,OTHER
NW1025180,NW1025,NW HALL BUILDING LP,180,"HORMEL FOOD SALES, LLC",3700,,1,RSF,OFF
NRG001K-FdCt 2,NRG001,NW Northgate Mall LLC,K-FdCt 2,State Employees CU - ATM,0,RETL,1,GLA,OTHER
NW0045225,NW0045,NW GIBSON BUILDING LP,225,"MOSELEY ARCHITECTS, PC",8104,,1,RSF,OFF
FFV001O-P201,FFV001,Freshfields Village,O-P201,Architectural Review Board,0,,1,GLA,OFF
NW00281,NW0028,NW 13820 BCP LP,1,MONBARREN FEATHERSTONE DVMT.,8070,,1,RSF,OFF
NW0031175,NW0031,NW MEDICAL TWO LP,175,"CHAR.GASTRO & HEPATOLOGY, PLLC",8892,,1,RSF,OFF
NW1025300,NW1025,NW HALL BUILDING LP,300,"NTT America Solutions, Inc.",23126,,1,RSF,OFF
NW1025200,NW1025,NW HALL BUILDING LP,200,Level 3 Communications LLC,12230,,1,RSF,OFF
NRG001R-434,NRG001,NW Northgate Mall LLC,R-434,Pretzel Twister,0,RETL,1,GLA,RET
NW0031200,NW0031,NW MEDICAL TWO LP,200,Levine Cancer Institute,10093,,1,RSF,OFF
FFV001R-O101,FFV001,Freshfields Village,R-O101,The Corner Cleaners,0,,1,GLA,RET
FFV001D102,FFV001,Freshfields Village,D102,Island Sports,0,,1,GLA,RET
FFV001E200,FFV001,Freshfields Village,E200,Island Sports,0,,1,GLA,RET
NW1001200,NW1001,NW BRIXHAM GREEN ONE LP,200,CURTISS-WRIGHT CORPORATION,12596,,1,RSF,OFF
BLK0019720,BLK001,Blakeney Retail,9720,"Harris Teeter, Inc. #27",48756,,1,GLA,RET
FFV001R-K100,FFV001,Freshfields Village,R-K100,"Bank Of America, N.a.",0,,1,GLA,RET
FFV001S101,FFV001,Freshfields Village,S101,Hege's Bistro,0,,1,GLA,RET
BLK0019730,BLK001,Blakeney Retail,9730,Chili's,5700,,1,GLA,RET
PKLN01114,PKLN01,Park Lane - 8070 Office,114,Javier Moreno,0,,1,GLA,OFF
NW1042101,NW1042,NW HIXON BUILDING LP,101,"BANK OF AMERICA, N.A.",116,,1,RSF,OFF
NW1042300,NW1042,NW HIXON BUILDING LP,300,"BANK OF AMERICA, N.A.",25744,,1,RSF,OFF
NRG001S-Cage A,NRG001,NW Northgate Mall LLC,S-Cage A,Gary Wheeley,0,RETL,1,GLA,RET
PWP001102A,PWP001,Prestonwood Place,102A,Chipotle Mexican Grill,0,RETL,1,GLA,RET
FFV001R-F100,FFV001,Freshfields Village,R-F100,Harris Teeter Inc #451,0,,1,GLA,RET
NW1003500,NW1003,NW BRIXHAM GREEN THREE LP,500,Newport Retirement Services,20164,,1,RSF,OFF
NW1003200,NW1003,NW BRIXHAM GREEN THREE LP,200,"GORMAN & ASSOCIATES, P.A.",3917,,1,RSF,OFF
NRG001R-107,NRG001,NW Northgate Mall LLC,R-107,Ross & Company Jewelers,0,RETL,1,GLA,RET
NRG001S-Cage E,NRG001,NW Northgate Mall LLC,S-Cage E,Small Business Systems,0,RETL,1,GLA,RET
NW1011300,NW1011,NW BALLANTYNE ONE LP,300,"NOC-CLT, LLC",21074,,1,RSF,OFF
PKLN01116,PKLN01,Park Lane - 8070 Office,116,Curtis E. Wallum,0,,1,GLA,OFF
NW1017550,NW1017,NW CULLMAN PARK LP,550,EATON CORPORATION,5108,,1,RSF,OFF
NW1003240,NW1003,NW BRIXHAM GREEN THREE LP,240,E. & J. GALLO WINERY,4535,,1,RSF,OFF
NW1012300,NW1012,NW BALLANTYNE TWO LP,300,"CATO MANAGEMENT, LLC",2836,,1,RSF,OFF
NW1035200,NW1035,NW TATE BUILDING LP,200,ALLEN TATE COMPANY,12273,,1,RSF,OFF
NW1035100,NW1035,NW TATE BUILDING LP,100,ALLEN TATE COMPANY,3165,,1,RSF,OFF
PKLN01128,PKLN01,Park Lane - 8070 Office,128,Management Office,0,,1,GLA,OFF
NW1018185,NW1018,NW RICHARDSON BUILDING LP,185,"FIRST BALLANTYNE, LLC",2700,,1,RSF,OFF
NRG001S-Cage B,NRG001,NW Northgate Mall LLC,S-Cage B,Eddie Eubanks,0,RETL,1,GLA,RET
NW1017450,NW1017,NW CULLMAN PARK LP,450,WELLS FARGO CORPORATE,2830,,1,RSF,OFF
NW1003125,NW1003,NW BRIXHAM GREEN THREE LP,125,"DUNN ENTERPRISES, INC.",1876,,1,RSF,OFF
HSV001370,HSV001,Hillside Village,370,"Dollar Tree Stores, Inc. #2131",9579,INLN,1,GLA,RET
NRG001S-CageDD,NRG001,NW Northgate Mall LLC,S-CageDD,Derrick Gourmet,0,RETL,1,GLA,RET
CV00012000,CV0001,100 Broadway,2000,Parsons Transportation Inc.,17134,OFF,1,RSF,OFF
CV00011800,CV0001,100 Broadway,1800,Parsons Transportation Inc.,17118,OFF,1,RSF,OFF
CV00011900,CV0001,100 Broadway,1900,Parsons Transportation Inc.,17120,OFF,1,RSF,OFF
CV00020001,CV0002,1180 Avenue of the Americas,1,Cogent Communications,0,OTHR,1,RSF,OTHER
PKLN02403,PKLN02,Park Lane - 8080 Office,403,Art Institute of Dallas,0,,1,GLA,OFF
HSV001Pad7-11,HSV001,Hillside Village,Pad7-11,"7-Eleven, Inc. (#33121)",1959,RETL,1,GLA,RET
NW15036602,NW1503,NW 230 Congress Street Propert,6602,AT&T Corp.,1153,,1,RSF,OFF
NW15035503,NW1503,NW 230 Congress Street Propert,5503,AT&T Corp.,5494,,1,RSF,OFF
NW1503BASE01,NW1503,NW 230 Congress Street Propert,BASE01,AT&T Corp.,653,,1,RSF,OFF
NRG001K-22,NRG001,NW Northgate Mall LLC,K-22,Kiddie Koncepts (CTM Group),0,RETL,1,GLA,RET
NW1503BASE07,NW1503,NW 230 Congress Street Propert,BASE07,"Broadview Networks, Inc.",0,,1,RSF,OTHER
NRG001R-468,NRG001,NW Northgate Mall LLC,R-468,Underground by Journey,0,RETL,1,GLA,RET
PKLN01112,PKLN01,Park Lane - 8070 Office,112,"Family Staffing Solution, Inc.",0,,1,GLA,OFF
NRG00210,NRG002,Northgate Shops,10,Prime Cleaners of Northgate,0,RETL,1,GLA,RET
NW1503T-04,NW1503,NW 230 Congress Street Propert,T-04,"Windstream Communications, Inc.",0,,1,RSF,OTHER
NRG001O-624,NRG001,NW Northgate Mall LLC,O-624,Christian Counseling,0,RETL,1,GLA,OFF
NW1016100,NW1016,NW RUSHMORE THREE LP,100,"LENDING TREE, LLC.",37800,,1,RSF,OFF
NW0021A150,NW0021,NW OFFICES ON SIX LP,A150,KNOTTS DEVELOPMENT RESOURCES,1375,,1,RSF,OFF
NRG001R-225,NRG001,NW Northgate Mall LLC,R-225,"Payless Shoesource, Inc.",0,RETL,1,GLA,RET
PWP001110,PWP001,Prestonwood Place,110,The Great Outdoors,0,RETL,1,GLA,RET
NRG001S-LCageP,NRG001,NW Northgate Mall LLC,S-LCageP,Victoria Secret,0,RETL,1,GLA,RET
NW15034402,NW1503,NW 230 Congress Street Propert,4402,"CO Space Boston, LLC",72,,1,RSF,OFF
NW1001100,NW1001,NW BRIXHAM GREEN ONE LP,100,WELLS FARGO CORP PROPERTIES GR,5975,,1,RSF,OFF
PKLN02401,PKLN02,Park Lane - 8080 Office,401,Art Institute of Dallas,0,,1,GLA,OFF
NRG001S-CageBB,NRG001,NW Northgate Mall LLC,S-CageBB,Gamestop,0,RETL,1,GLA,RET
NRG001K-27,NRG001,NW Northgate Mall LLC,K-27,Piercing Pagoda,0,RETL,1,GLA,RET
PKLN02402,PKLN02,Park Lane - 8080 Office,402,Art Institute of Dallas,0,,1,GLA,OFF
NW1024100,NW1024,NW RUSHMORE TWO LP,100,"ESPN Regional Television, Inc.",37800,,1,RSF,OFF
PKLN01122,PKLN01,Park Lane - 8070 Office,122,Consumer Credit Counseling,0,,1,GLA,OFF
NW1012305,NW1012,NW BALLANTYNE TWO LP,305,INTERNETWORK SERVICES,7785,,1,RSF,OFF
NW1503R0020,NW1503,NW 230 Congress Street Propert,R0020,"RCN-Becocom, INc.",500,,1,RSF,OTHER
PWP0015280,PWP001,Prestonwood Place,5280,El Fenix,0,RETL,1,GLA,RET
PWP001102B,PWP001,Prestonwood Place,102B,Soho Food & Jazz,0,RETL,1,GLA,RET
NW15031106,NW1503,NW 230 Congress Street Propert,1106,"Zayo Group, LLP",850,,1,RSF,OTHER
NRG001O-625,NRG001,NW Northgate Mall LLC,O-625,Derrick Gourmet,0,RETL,1,GLA,OFF
NW15032201,NW1503,NW 230 Congress Street Propert,2201,"Paetec Communications, Inc.",7691,,1,RSF,OFF
NW1503R0010,NW1503,NW 230 Congress Street Propert,R0010,"Paetec Communications, Inc.",560,,1,RSF,OTHER
PWP001112,PWP001,Prestonwood Place,112,La Madeleine #1054,0,RETL,1,GLA,RET
PWP001144,PWP001,Prestonwood Place,144,Chow Thai Addison,0,RETL,1,GLA,RET
NW1011160,NW1011,NW BALLANTYNE ONE LP,160,Northwood Office LLC,1546,,1,RSF,OFF
NRG001K-52,NRG001,NW Northgate Mall LLC,K-52,Dakota Watch,0,RETL,1,GLA,RET
NW1011200,NW1011,NW BALLANTYNE ONE LP,200,BITCO Corporation,5030,,1,RSF,OFF
NW1503STOR02,NW1503,NW 230 Congress Street Propert,STOR02,MCImetro Access Transmission Services,91,,1,RSF,STG
NRG001R-492,NRG001,NW Northgate Mall LLC,R-492,Foot Locker #7836,0,RETL,1,GLA,RET
NW150310101,NW1503,NW 230 Congress Street Propert,10101,"Loring, Wolcott & Coolidge Office",13010,,1,RSF,OFF
NW150312101,NW1503,NW 230 Congress Street Propert,12101,"Loring, Wolcott & Coolidge Office",12266,,1,RSF,OFF
NW150311101,NW1503,NW 230 Congress Street Propert,11101,"Loring, Wolcott & Coolidge Trust",13092,,1,RSF,OFF
HSV001322,HSV001,Hillside Village,322,"Stein Mart, Inc. #123",37177,RETL,1,GLA,RET
NRG001K-FdCt 1,NRG001,NW Northgate Mall LLC,K-FdCt 1,Bank of America - ATM,0,RETL,1,GLA,OTHER
NRG001R-476,NRG001,NW Northgate Mall LLC,R-476,Lids,0,RETL,1,GLA,RET
NW15037702,NW1503,NW 230 Congress Street Propert,7702,Global Crossing Telecommunications,0,,1,RSF,OTHER
PWP00114999,PWP001,Prestonwood Place,14999,The Flying Saucer,0,RETL,1,GLA,RET
NRG001R-480,NRG001,NW Northgate Mall LLC,R-480,"Gamestop, Inc.",0,RETL,1,GLA,RET
NRG001R-207,NRG001,NW Northgate Mall LLC,R-207,"Bath & Body Works, Inc.",0,RETL,1,GLA,RET
NRG001S-Cage G,NRG001,NW Northgate Mall LLC,S-Cage G,Eddie Eubanks,0,RETL,1,GLA,RET
NRG001R-105,NRG001,NW Northgate Mall LLC,R-105,General Nutrition Center,0,RETL,1,GLA,RET
PWP001108,PWP001,Prestonwood Place,108,Addison Cafe,0,RETL,1,GLA,RET
NRG001R-666,NRG001,NW Northgate Mall LLC,R-666,Champ's Sports,0,RETL,1,GLA,RET
NRG001R-548,NRG001,NW Northgate Mall LLC,R-548,Cajun Cafe & Grill,0,RETL,1,GLA,RET
NW15031102,NW1503,NW 230 Congress Street Propert,1102,"Advantage Hairstylists, Incorporated",992,,1,RSF,RET
HSV001365,HSV001,Hillside Village,365,Sally Beauty Supply #1700,2020,RETL,1,GLA,RET
NRG001R-544,NRG001,NW Northgate Mall LLC,R-544,Subway,0,RETL,1,GLA,RET
NRG001R-213,NRG001,NW Northgate Mall LLC,R-213,Victoria's Secret,0,RETL,1,GLA,RET
NW15031107,NW1503,NW 230 Congress Street Propert,1107,Congress Card and Tabacco,360,,1,RSF,RET
NRG001R-219,NRG001,NW Northgate Mall LLC,R-219,"Spencer Gifts, Inc.",0,RETL,1,GLA,RET
PKLN01119,PKLN01,Park Lane - 8070 Office,119,Corporate Facility Planning,0,,1,GLA,OFF
HSV001306,HSV001,Hillside Village,306,Vision Works #030,899,RETL,1,GLA,RET
NRG001R-508,NRG001,NW Northgate Mall LLC,R-508,"Ruby Tuesday, Inc.",0,RETL,1,GLA,RET
